Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.29","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.48","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-2.34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-2.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.62","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.79","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.66","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","208","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.85","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","208","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","208","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.97","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","208","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.92","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","208","Denmark","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","262","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","262","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.13","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","262","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","262","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","262","Djibouti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","212","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","212","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.07","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","212","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","212","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.32","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","212","Dominica","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.33","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.15","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.16","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.29","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","218","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","218","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","218","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.24","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","218","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","218","Ecuador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","222","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","222","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","222","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","222","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","222","El Salvador","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.15","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.22","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","232","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","232","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.61","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","232","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","232","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","232","Eritrea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","233","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.64","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","233","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","233","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.63","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","233","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","233","Estonia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.75","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","748","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","748","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","748","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","748","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","748","Eswatini","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.35","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-1.68","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.75","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-2.18","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","242","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.59","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","242","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.83","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","242","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.78","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","242","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.66","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","242","Fiji","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.72","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","246","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.06","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","246","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","246","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.84","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","246","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.98","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","246","Finland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.96","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","250","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","250","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.01","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","250","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.27","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","250","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.28","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","250","France","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.33","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","266","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.11","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","266","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.26","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","266","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","266","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.07","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","266","Gabon","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","270","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","270","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.09","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","270","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.21","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","270","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","270","Gambia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","268","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.38","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","268","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","268","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","268","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","268","Georgia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","276","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","276","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","276","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.55","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","276","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.64","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","276","Germany","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.73","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","288","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","288","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","288","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","288","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.17","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","288","Ghana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.07","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","300","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.08","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","300","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.15","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","300","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.16","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","300","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","300","Greece","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","304","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","304","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.94","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","304","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","304","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.91","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","304","Greenland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","308","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.99","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","308","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.97","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","308","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.94","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","308","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","308","Grenada","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.04","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","320","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.65","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","320","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.54","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","320","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.58","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","320","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.42","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","320","Guatemala","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","324","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","324","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.88","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","324","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.84","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","324","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.67","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","324","Guinea","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.94","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.68","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.56","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.72","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.28","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","328","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.05","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","328","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.19","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","328","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.25","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","328","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","328","Guyana","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.14","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","332","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.68","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","332","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.64","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","332","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.89","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","332","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.03","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","332","Haiti","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.13","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","340","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","340","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.53","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","340","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.57","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","340","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.45","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","340","Honduras","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.63","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","348","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","0.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","348","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","0.74","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","348","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","0.76","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","348","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","0.84","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","348","Hungary","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","0.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","352","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","1.34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","352","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","1.39","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","352","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","1.62","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","352","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","1.37","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","352","Iceland","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","1.37","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","356","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.77","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","356","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","356","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","356","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.84","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","356","India","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.69","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-0.55","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-0.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-0.46","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","360","Indonesia","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-0.53","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2017","2017","","-0.93","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2018","2018","","-1.34","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2019","2019","","-1.71","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2020","2020","","-1.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6125","Value","21032","Political stability and absence of violence/terrorism (index)","2021","2021","","-1.58","X","Figure from international organizations",""
